timestamp,symbol,side,entry,exit,sl,tp,qty,pnl,result,capital
2026-01-31 14:00:00,BTCUSDT,SHORT,83031.1,81149.13069374963,83972.0846531252,81149.13069374963,0.21254331761496884,400.0,WIN,10400.0
2026-02-11 15:00:00,BTCUSDT,LONG,68149.1,65952.08530078025,65952.08530078025,72543.12939843953,0.09467392278889566,-208.0,LOSS,10192.0
2026-02-16 12:00:00,BTCUSDT,SHORT,68907.2,69693.25485701078,69693.25485701078,67335.09028597843,0.2593203237432637,-203.84,LOSS,9988.16
2026-02-16 14:00:00,BTCUSDT,LONG,69739.3,68999.71045276111,68999.71045276111,71218.4790944778,0.27010008557553944,-199.76,LOSS,9788.4
