time,pnl
2025-02-25 08:30:00+00:00,766.7025057702804
2025-03-17 07:00:00+00:00,-500.0
2025-03-19 07:30:00+00:00,-500.0
2025-05-28 07:00:00+00:00,-500.0
2025-07-22 09:15:00+00:00,-500.0
2025-07-24 08:00:00+00:00,744.1480854690224
2025-07-25 07:15:00+00:00,687.6983595528656
2025-07-28 07:00:00+00:00,-500.0
2025-08-21 08:00:00+00:00,0.0
2025-09-08 07:00:00+00:00,-500.0
2025-06-02 10:00:00+00:00,-500.0
2025-07-07 11:00:00+00:00,-500.0
2025-07-15 17:00:00+00:00,-500.0
