timestamp,symbol,side,entry,exit,sl,tp,qty,pnl,result,capital
2026-02-03 03:00:00,ETHUSDT,LONG,2370.87,2289.5215926551273,2289.5215926551273,2533.5668146897456,2.4585607331205606,-200.0,LOSS,9800.0
