timestamp,symbol,side,entry,exit,sl,tp,qty,pnl,result,capital
2026-02-04 05:00:00,XAUUSDT,LONG,4785.08,5086.199424580047,4634.520287709976,5086.199424580047,1.3283766085760016,400.0,WIN,10400.0
2026-02-04 23:00:00,XAUUSDT,SHORT,4906.66,5014.657928359225,5014.657928359225,4690.6641432815495,1.925962869474186,-208.0,LOSS,10192.0
2026-02-17 00:00:00,XAUUSDT,LONG,5007.65,4940.52818547241,4940.52818547241,5141.893629055178,3.036866649607834,-203.84,LOSS,9988.16
